thumb,index,middle,ring,pinky,top_finger,bottom_finger
"0.602181,0.825198,-0.017386;0.572621,0.746907,-0.021210;0.567784,0.674818,-0.024464;0.559434,0.614587,-0.026340","0.607074,0.662420,0.003134;0.598784,0.588610,-0.006826;0.596803,0.542011,-0.017395;0.597205,0.501882,-0.025597","0.638320,0.655306,0.001013;0.642469,0.574322,-0.007237;0.646775,0.523287,-0.017481;0.650180,0.480918,-0.024848","0.667220,0.663781,-0.005538;0.671295,0.583914,-0.018009;0.670977,0.533100,-0.028166;0.669668,0.487598,-0.035024","0.696576,0.682909,-0.014189;0.713513,0.620009,-0.026356;0.723324,0.578080,-0.032589;0.730747,0.538722,-0.036644",ring4,middle3
"0.639374,0.823928,-0.020693;0.605009,0.738985,-0.026899;0.599546,0.662905,-0.032471;0.593200,0.597645,-0.036451","0.645163,0.645514,-0.001247;0.650813,0.559818,-0.012352;0.653918,0.502905,-0.023568;0.656790,0.457340,-0.032239","0.675200,0.639873,-0.004036;0.669735,0.546785,-0.012889;0.665987,0.484852,-0.022839;0.662073,0.435693,-0.029649","0.708234,0.649535,-0.011497;0.703376,0.558836,-0.024646;0.698385,0.498259,-0.035127;0.692701,0.446881,-0.042370","0.746032,0.671982,-0.021541;0.758874,0.602203,-0.034841;0.765436,0.558056,-0.041433;0.768771,0.519131,-0.045718",index2,ring4
"0.630600,0.843076,-0.022481;0.591672,0.756668,-0.029076;0.584394,0.680875,-0.034138;0.573075,0.617238,-0.038066","0.632463,0.644967,-0.001586;0.634598,0.565409,-0.013414;0.643578,0.516032,-0.025819;0.654036,0.475613,-0.035590","0.672338,0.642985,-0.004562;0.693533,0.555058,-0.012989;0.711344,0.502780,-0.023952;0.725616,0.457847,-0.032808","0.704429,0.658940,-0.012937;0.720899,0.574826,-0.028316;0.732235,0.518705,-0.040420;0.741767,0.469545,-0.049083","0.731775,0.686685,-0.023642;0.729848,0.621353,-0.038523;0.726255,0.586317,-0.044540;0.723846,0.554170,-0.049080",pinky5,middle3
"0.623739,0.837112,-0.015062;0.596049,0.744794,-0.017441;0.597959,0.669171,-0.020636;0.592971,0.605268,-0.022823","0.624649,0.670594,0.007894;0.625298,0.595121,-0.000096;0.623079,0.548156,-0.008481;0.621209,0.508998,-0.015827","0.650352,0.665736,0.003202;0.648693,0.584864,-0.005528;0.647575,0.535569,-0.014588;0.645025,0.492638,-0.020620","0.676037,0.673368,-0.006177;0.668828,0.587197,-0.020736;0.660501,0.530749,-0.031186;0.650837,0.482166,-0.037396","0.702662,0.686885,-0.017667;0.693628,0.613234,-0.033237;0.683483,0.565068,-0.041669;0.672092,0.524296,-0.046941",index2,pinky5
"0.614610,0.829589,-0.017418;0.580984,0.750864,-0.022236;0.572344,0.674796,-0.027028;0.563567,0.612855,-0.030317","0.617781,0.656219,0.004908;0.622595,0.579727,-0.006660;0.630543,0.535261,-0.019585;0.639051,0.498365,-0.029286","0.648920,0.647899,0.002056;0.653372,0.560649,-0.006105;0.656820,0.507556,-0.017037;0.659636,0.465747,-0.025345","0.679470,0.655346,-0.005559;0.681824,0.570223,-0.017518;0.680059,0.517127,-0.027356;0.679060,0.472439,-0.034511","0.712176,0.676074,-0.015593;0.728586,0.610734,-0.027395;0.737903,0.568567,-0.033201;0.746086,0.531344,-0.037097",ring4,middle3
"0.630836,0.819294,-0.012957;0.597933,0.735856,-0.015190;0.592561,0.665305,-0.018471;0.582429,0.605585,-0.020962","0.632300,0.647447,0.010223;0.642114,0.576584,-0.001294;0.654579,0.534665,-0.014659;0.668060,0.498577,-0.024639","0.660034,0.641395,0.004123;0.667991,0.558646,-0.004429;0.678316,0.506998,-0.015210;0.688970,0.464599,-0.022790","0.686108,0.650805,-0.006762;0.688112,0.565628,-0.018972;0.694262,0.511655,-0.026705;0.700751,0.465132,-0.031563","0.714435,0.670824,-0.019927;0.709078,0.601442,-0.032061;0.705175,0.560244,-0.035844;0.701790,0.525114,-0.037882",pinky5,middle3
"0.622921,0.812790,-0.017663;0.591989,0.735092,-0.022541;0.585703,0.665000,-0.026933;0.582776,0.604893,-0.029597","0.630394,0.650736,0.004000;0.634447,0.586947,-0.006542;0.640981,0.551092,-0.018512;0.648017,0.520571,-0.027231","0.661496,0.643498,0.000305;0.654580,0.557676,-0.008344;0.654082,0.501889,-0.019939;0.653851,0.456981,-0.027813","0.693294,0.654544,-0.007798;0.700661,0.577022,-0.021430;0.707747,0.531300,-0.031652;0.711663,0.491938,-0.037603","0.726042,0.679386,-0.017839;0.742806,0.621246,-0.029584;0.753670,0.586357,-0.033534;0.761992,0.554231,-0.035555",index2,middle3
"0.662451,0.806819,-0.014120;0.645773,0.727068,-0.017549;0.678529,0.674878,-0.020204;0.717768,0.657082,-0.024543","0.656824,0.639486,-0.008405;0.651046,0.557037,-0.015210;0.651834,0.506419,-0.022070;0.651533,0.462413,-0.030255","0.693018,0.636399,-0.014444;0.700582,0.552968,-0.019504;0.708368,0.504355,-0.028543;0.712696,0.464091,-0.037147","0.723091,0.653683,-0.023171;0.733583,0.574571,-0.038711;0.736136,0.519010,-0.057741;0.737199,0.470135,-0.073096","0.749120,0.685788,-0.032469;0.731009,0.646089,-0.055728;0.708315,0.651753,-0.066841;0.689744,0.662637,-0.074908",pinky5,thumb1
"0.641429,0.810591,-0.018833;0.613942,0.731751,-0.024699;0.616134,0.660038,-0.030296;0.615201,0.595522,-0.034573","0.655931,0.637987,0.005358;0.654491,0.565670,-0.006379;0.660923,0.522274,-0.019425;0.669210,0.482820,-0.029782","0.693002,0.630923,0.001853;0.709971,0.546115,-0.006927;0.724376,0.495579,-0.018104;0.736274,0.452468,-0.026829","0.722209,0.643652,-0.006904;0.735327,0.560337,-0.019337;0.743285,0.509528,-0.028488;0.749640,0.461163,-0.035275","0.749522,0.669784,-0.018295;0.763921,0.605395,-0.030792;0.770061,0.562426,-0.036337;0.772841,0.520150,-0.040301",ring4,middle3
"0.639357,0.828222,-0.017824;0.602038,0.746278,-0.021298;0.593388,0.673842,-0.024833;0.581186,0.612271,-0.027399","0.638801,0.648917,0.006282;0.634936,0.571601,-0.001840;0.636469,0.523758,-0.010829;0.638963,0.482733,-0.018405","0.673274,0.643541,0.001655;0.685467,0.556044,-0.005360;0.694537,0.505042,-0.015175;0.700360,0.457974,-0.022802","0.700246,0.653393,-0.008214;0.706017,0.568231,-0.022054;0.709815,0.510700,-0.034328;0.711537,0.459270,-0.042622","0.722891,0.670536,-0.020292;0.709953,0.599269,-0.034438;0.700261,0.556602,-0.041926;0.691786,0.518671,-0.047376",middle3,pinky5
"0.643899,0.807218,-0.021214;0.614184,0.726575,-0.028000;0.610095,0.649685,-0.033476;0.605141,0.585975,-0.037431","0.662433,0.637358,-0.003145;0.669473,0.553056,-0.015192;0.676179,0.502660,-0.027771;0.682702,0.459260,-0.037518","0.696765,0.633537,-0.005394;0.701631,0.542547,-0.014474;0.703280,0.484678,-0.026338;0.703501,0.437826,-0.035730","0.727032,0.646441,-0.012071;0.739311,0.557695,-0.023695;0.744284,0.502637,-0.033584;0.747152,0.455329,-0.041443","0.756845,0.672954,-0.021301;0.772996,0.607131,-0.033611;0.781195,0.563874,-0.039759;0.786526,0.523350,-0.044178",middle3,index2
"0.625047,0.814205,-0.011162;0.596355,0.731307,-0.011765;0.594058,0.661395,-0.013923;0.586657,0.603399,-0.015521","0.632963,0.653055,0.012121;0.647365,0.578766,0.002245;0.658913,0.530840,-0.009512;0.669013,0.489254,-0.018634","0.659498,0.649675,0.005861;0.669716,0.570157,-0.002502;0.678089,0.516938,-0.013340;0.684712,0.471347,-0.021039","0.683972,0.660219,-0.004895;0.687726,0.578211,-0.017079;0.691150,0.523049,-0.025896;0.693489,0.475292,-0.031492","0.709752,0.679508,-0.017751;0.703552,0.612366,-0.030930;0.697390,0.569997,-0.036633;0.691359,0.533078,-0.039929",pinky5,middle3
"0.638055,0.811841,-0.010218;0.614378,0.723877,-0.009396;0.617495,0.651984,-0.010431;0.613319,0.593439,-0.010969","0.646434,0.651012,0.017291;0.652168,0.579767,0.007939;0.662641,0.533872,-0.004408;0.674188,0.493517,-0.014253","0.672425,0.646070,0.010895;0.679958,0.569248,0.003271;0.689263,0.518914,-0.008579;0.699157,0.475472,-0.017622","0.696207,0.655627,-0.000325;0.699101,0.575099,-0.012051;0.702309,0.523215,-0.021882;0.706798,0.478802,-0.028608","0.720107,0.673551,-0.013733;0.709655,0.608085,-0.026237;0.701450,0.567193,-0.032570;0.695551,0.531208,-0.036897",pinky5,index2
"0.633206,0.810496,-0.010190;0.610677,0.722046,-0.008648;0.612437,0.651058,-0.009344;0.604208,0.591598,-0.009317","0.638501,0.659636,0.017951;0.642916,0.591161,0.009872;0.650965,0.546374,0.000261;0.659835,0.507695,-0.007234","0.664627,0.656074,0.012327;0.674100,0.579658,0.005627;0.681777,0.529437,-0.004520;0.688074,0.484284,-0.011973","0.687775,0.665621,0.001796;0.684757,0.592405,-0.009889;0.677324,0.548693,-0.020007;0.671102,0.511010,-0.026294","0.710103,0.682054,-0.010783;0.695649,0.621061,-0.023745;0.683015,0.584048,-0.030968;0.672909,0.552221,-0.035523",index2,pinky5
"0.641817,0.803128,-0.010945;0.623997,0.717757,-0.011839;0.631525,0.648179,-0.014282;0.631118,0.591360,-0.015647","0.652086,0.646849,0.013121;0.658911,0.576511,0.003168;0.668693,0.531353,-0.008921;0.680163,0.494455,-0.017999","0.677729,0.643650,0.007779;0.677463,0.564285,-0.000333;0.682297,0.513638,-0.011229;0.687690,0.473900,-0.018478","0.704018,0.654020,-0.001778;0.701822,0.572342,-0.013121;0.702281,0.519745,-0.020997;0.702969,0.474603,-0.025792","0.733626,0.674699,-0.013374;0.736311,0.608384,-0.024229;0.735204,0.566826,-0.027952;0.731896,0.531247,-0.029835",index2,ring4
"0.653495,0.799309,-0.013489;0.635780,0.723825,-0.017096;0.658815,0.669085,-0.020946;0.695705,0.656698,-0.025928","0.663382,0.641948,-0.004186;0.663409,0.567153,-0.009759;0.667041,0.520884,-0.016158;0.669799,0.480350,-0.023739","0.697776,0.646199,-0.010564;0.717870,0.569053,-0.016218;0.729415,0.522970,-0.025737;0.733413,0.487372,-0.034767","0.725684,0.665963,-0.019855;0.744443,0.595189,-0.036228;0.742332,0.552739,-0.055075;0.734749,0.524355,-0.068503","0.747043,0.694394,-0.029721;0.735006,0.638675,-0.050250;0.713027,0.640895,-0.060637;0.690750,0.657400,-0.067983",pinky5,thumb1
"0.658979,0.798601,-0.015979;0.619964,0.734329,-0.027899;0.603088,0.669779,-0.041641;0.635171,0.642232,-0.052795","0.673197,0.651063,0.000284;0.667241,0.587854,-0.027521;0.651732,0.606885,-0.049442;0.645442,0.640826,-0.059707","0.705033,0.638314,-0.004559;0.709712,0.550761,-0.017489;0.711168,0.496188,-0.025356;0.714865,0.449947,-0.030064","0.736500,0.646679,-0.015690;0.751347,0.563367,-0.029511;0.760036,0.510149,-0.034598;0.766289,0.465169,-0.036364","0.765251,0.670691,-0.029211;0.785151,0.605943,-0.039102;0.797607,0.562868,-0.039329;0.807329,0.523906,-0.038111",index2,thumb1
"0.665777,0.801751,-0.020041;0.633424,0.720190,-0.025383;0.625459,0.648041,-0.029667;0.614808,0.587075,-0.033012","0.679864,0.635561,-0.002899;0.674049,0.553237,-0.015279;0.673449,0.505017,-0.027259;0.674009,0.461643,-0.036129","0.716243,0.630089,-0.006190;0.719665,0.540986,-0.016936;0.724460,0.484300,-0.029194;0.729107,0.438520,-0.038177","0.746745,0.642908,-0.014023;0.761627,0.567394,-0.029247;0.773349,0.515839,-0.040783;0.782695,0.472528,-0.047740","0.772742,0.666636,-0.024042;0.777109,0.595530,-0.038000;0.777218,0.549866,-0.043913;0.776185,0.510010,-0.047559",ring4,pinky5
"0.650590,0.804182,-0.015110;0.617579,0.726971,-0.017179;0.610090,0.654849,-0.019456;0.600541,0.600007,-0.020703","0.665092,0.640238,0.008594;0.674597,0.567081,0.000918;0.683185,0.524025,-0.009578;0.691383,0.486957,-0.018053","0.694952,0.637173,0.005160;0.703178,0.554755,-0.000612;0.709324,0.502872,-0.010252;0.714059,0.461474,-0.017762","0.721212,0.647635,-0.002701;0.727963,0.566948,-0.012578;0.729307,0.515267,-0.020945;0.730369,0.471340,-0.027137","0.748879,0.669414,-0.012782;0.764985,0.605829,-0.022590;0.775076,0.565147,-0.026808;0.783168,0.528600,-0.029914",ring4,middle3
"0.654014,0.812598,-0.017412;0.618257,0.730642,-0.020253;0.611363,0.660151,-0.022739;0.601228,0.600481,-0.024427","0.660148,0.641744,0.003972;0.661456,0.568196,-0.003755;0.664297,0.523038,-0.012720;0.666117,0.482672,-0.020991","0.694739,0.637704,-0.000610;0.706985,0.554766,-0.008020;0.716043,0.504076,-0.018734;0.721600,0.458133,-0.027548","0.720642,0.649965,-0.009952;0.730496,0.567954,-0.024201;0.736492,0.511489,-0.037606;0.738803,0.461858,-0.047005","0.741892,0.670218,-0.021252;0.733248,0.601543,-0.037106;0.724192,0.560266,-0.046614;0.714079,0.523726,-0.053547",middle3,pinky5
"0.645552,0.818287,-0.017102;0.608106,0.746865,-0.022016;0.592611,0.675706,-0.027334;0.576093,0.617962,-0.031403","0.636741,0.653789,0.003919;0.632964,0.574375,-0.008601;0.633517,0.525823,-0.022145;0.635793,0.483761,-0.032221","0.665877,0.642936,0.000278;0.654450,0.557818,-0.010046;0.647851,0.505278,-0.022461;0.642497,0.461503,-0.031561","0.696207,0.646677,-0.007843;0.691789,0.561400,-0.021245;0.686666,0.510814,-0.030724;0.681071,0.467409,-0.037079","0.730342,0.661972,-0.018354;0.739936,0.593423,-0.030800;0.742427,0.548863,-0.036159;0.742429,0.509128,-0.039392",middle3,index2
"0.667680,0.792068,-0.015466;0.652111,0.713863,-0.018852;0.676643,0.657150,-0.022381;0.712178,0.640855,-0.026928","0.676454,0.637976,-0.003404;0.672075,0.561323,-0.009852;0.671254,0.512962,-0.016423;0.670581,0.470358,-0.023935","0.711282,0.641371,-0.008835;0.726896,0.561892,-0.014571;0.737541,0.513093,-0.024186;0.742970,0.474458,-0.033247","0.739994,0.661097,-0.017586;0.753525,0.592084,-0.034138;0.752173,0.550049,-0.052355;0.747035,0.519655,-0.065478","0.763058,0.689755,-0.027260;0.748799,0.639341,-0.047415;0.727515,0.643619,-0.056897;0.707552,0.659530,-0.063727",pinky5,thumb1
"0.648029,0.796964,-0.015874;0.611151,0.739028,-0.028129;0.594036,0.680055,-0.042032;0.618278,0.643790,-0.053585","0.659468,0.657026,0.000926;0.652232,0.596256,-0.028793;0.634366,0.602681,-0.052871;0.622661,0.627016,-0.064206","0.689798,0.644729,-0.003059;0.693527,0.557918,-0.017187;0.692634,0.504515,-0.027039;0.692010,0.460656,-0.032806","0.720944,0.651911,-0.013092;0.728052,0.570450,-0.026605;0.730762,0.521516,-0.032185;0.731056,0.481250,-0.034155","0.750030,0.676087,-0.025548;0.765687,0.615796,-0.033751;0.774855,0.577234,-0.033222;0.781442,0.543509,-0.031356",index2,thumb1
"0.647989,0.801302,-0.017651;0.618401,0.724000,-0.024253;0.612574,0.655361,-0.031007;0.613125,0.595532,-0.036431","0.663911,0.645657,0.003826;0.665219,0.571908,-0.007511;0.665883,0.523966,-0.019688;0.667202,0.484882,-0.029584","0.694020,0.641748,-0.000751;0.686829,0.556303,-0.012865;0.681043,0.501391,-0.026282;0.675905,0.456038,-0.035690","0.724535,0.654217,-0.009722;0.730534,0.565508,-0.026851;0.732073,0.512496,-0.039247;0.731862,0.467099,-0.047110","0.755690,0.680155,-0.020503;0.773930,0.615951,-0.037356;0.783334,0.573438,-0.045668;0.789920,0.532982,-0.050776",index2,middle3
"0.639770,0.818617,-0.012963;0.606003,0.731878,-0.016583;0.595749,0.664633,-0.022285;0.588566,0.604898,-0.026483","0.657665,0.649646,0.009510;0.669887,0.572917,0.000162;0.680901,0.526058,-0.007863;0.690125,0.488030,-0.014505","0.687129,0.650316,0.001900;0.712439,0.567919,-0.009584;0.727467,0.511792,-0.020460;0.736817,0.464393,-0.027805","0.710497,0.663143,-0.010621;0.710270,0.582553,-0.028889;0.694497,0.543771,-0.040274;0.680134,0.512698,-0.045755","0.729250,0.684603,-0.024942;0.716113,0.614581,-0.043232;0.704013,0.571144,-0.053216;0.693901,0.534911,-0.058927",index2,pinky5
"0.641669,0.810582,-0.010221;0.618591,0.725744,-0.013863;0.620968,0.661003,-0.020142;0.646509,0.616573,-0.025647","0.662958,0.648622,0.011397;0.670199,0.574892,0.000918;0.678138,0.527601,-0.009295;0.686252,0.489462,-0.017879","0.690074,0.648325,0.002387;0.716428,0.565418,-0.010707;0.729636,0.510688,-0.023850;0.740288,0.463203,-0.032621","0.711944,0.661282,-0.010969;0.719975,0.574967,-0.029730;0.713170,0.525521,-0.042926;0.709106,0.485347,-0.050102","0.728705,0.681488,-0.025775;0.717704,0.612656,-0.043424;0.706911,0.568005,-0.052859;0.699839,0.529344,-0.058628",pinky5,index2
"0.654194,0.805678,-0.019578;0.626928,0.720080,-0.024144;0.622410,0.648080,-0.027732;0.617314,0.584160,-0.030280","0.674902,0.632388,0.000824;0.681327,0.549644,-0.008505;0.686780,0.500681,-0.018388;0.691690,0.457026,-0.026525","0.711756,0.631916,-0.002932;0.727739,0.545068,-0.011683;0.738555,0.489217,-0.023375;0.747151,0.442119,-0.032514","0.740545,0.649621,-0.011460;0.762957,0.570898,-0.025826;0.778784,0.516673,-0.038350;0.790522,0.467787,-0.046814","0.763385,0.677251,-0.022173;0.770050,0.607174,-0.037220;0.770664,0.560911,-0.045298;0.769242,0.517465,-0.050945",ring4,pinky5
"0.644417,0.806975,-0.017841;0.617400,0.723277,-0.020844;0.614104,0.650024,-0.023490;0.607008,0.591683,-0.024890","0.667068,0.640143,0.007953;0.679225,0.571130,-0.000407;0.690821,0.530164,-0.011654;0.701925,0.494024,-0.020831","0.698555,0.638146,0.005249;0.711435,0.558046,-0.001119;0.720913,0.506608,-0.011670;0.727959,0.463647,-0.019963","0.725077,0.652172,-0.002318;0.736820,0.573135,-0.013636;0.741410,0.521910,-0.023219;0.745152,0.477458,-0.030107","0.751908,0.678711,-0.012299;0.773674,0.615360,-0.023817;0.788440,0.574722,-0.029339;0.801073,0.537543,-0.033255",ring4,middle3
"0.652020,0.808838,-0.021437;0.624506,0.725166,-0.027966;0.620908,0.650887,-0.034495;0.613000,0.585576,-0.038905","0.672558,0.634018,0.009011;0.689025,0.558043,-0.001006;0.704974,0.512159,-0.013277;0.721078,0.473835,-0.022513","0.703310,0.632626,0.006833;0.712754,0.545107,0.001449;0.722630,0.492610,-0.006017;0.732046,0.450942,-0.011671","0.732083,0.647741,-0.001448;0.736457,0.562452,-0.010840;0.738408,0.510674,-0.016160;0.741565,0.466748,-0.020080","0.764367,0.674906,-0.013298;0.778699,0.603489,-0.023070;0.785127,0.557902,-0.026549;0.790319,0.516072,-0.028814",ring4,index2
"0.654725,0.810437,-0.024125;0.625616,0.726755,-0.031543;0.617647,0.651685,-0.037374;0.607387,0.589373,-0.041826","0.671265,0.635475,-0.002859;0.682749,0.554559,-0.015638;0.693574,0.504598,-0.029267;0.704593,0.461334,-0.039864","0.705599,0.633441,-0.004361;0.713322,0.543645,-0.014928;0.719104,0.485708,-0.028189;0.723543,0.437166,-0.038406","0.736193,0.648236,-0.010888;0.749345,0.562217,-0.025988;0.756039,0.506758,-0.038651;0.761017,0.458044,-0.047680","0.766087,0.676755,-0.020055;0.788018,0.610820,-0.035296;0.802739,0.568666,-0.043604;0.814596,0.528713,-0.049382",middle3,index2
"0.646067,0.807570,-0.019015;0.616951,0.725399,-0.024635;0.614016,0.652683,-0.030790;0.610135,0.588445,-0.035116","0.665205,0.639427,0.009500;0.680592,0.561570,-0.000644;0.695496,0.513863,-0.012399;0.710199,0.474307,-0.021207","0.694914,0.637191,0.006143;0.703742,0.549426,-0.000836;0.713077,0.495679,-0.009287;0.721573,0.452959,-0.015299","0.722050,0.650126,-0.002983;0.726234,0.565317,-0.013551;0.727853,0.512376,-0.020316;0.729774,0.467187,-0.024937","0.752099,0.673908,-0.015336;0.763758,0.602883,-0.026667;0.767082,0.556052,-0.031988;0.767976,0.512916,-0.035360",ring4,index2
"0.649523,0.803048,-0.017986;0.621612,0.721784,-0.023046;0.617801,0.648992,-0.027846;0.613239,0.587606,-0.031536","0.664785,0.642134,0.001719;0.669174,0.562987,-0.009109;0.674164,0.512338,-0.020554;0.679901,0.470788,-0.029629","0.695792,0.639256,-0.002113;0.691325,0.548888,-0.012245;0.689744,0.491504,-0.024458;0.688971,0.445551,-0.033215","0.727061,0.652298,-0.010244;0.733013,0.564127,-0.025453;0.736127,0.509750,-0.037717;0.737734,0.464208,-0.045868","0.759664,0.678065,-0.020270;0.778929,0.614570,-0.035320;0.790179,0.573713,-0.042932;0.798416,0.535815,-0.047840",index2,middle3
"0.644762,0.819283,-0.019795;0.611046,0.736013,-0.024292;0.603397,0.662295,-0.028059;0.593410,0.600795,-0.030558","0.656513,0.642131,0.003474;0.659456,0.562033,-0.005588;0.663915,0.514810,-0.016491;0.668494,0.472479,-0.025618","0.690065,0.637661,0.001158;0.702500,0.551227,-0.006517;0.712626,0.496595,-0.016787;0.720415,0.451634,-0.024827","0.717460,0.650501,-0.006172;0.727151,0.568959,-0.017638;0.732398,0.513797,-0.027268;0.735471,0.464469,-0.034380","0.742943,0.673288,-0.016201;0.754281,0.606652,-0.028591;0.757667,0.560744,-0.035281;0.758429,0.516533,-0.040148",ring4,middle3
"0.643798,0.816549,-0.015011;0.621206,0.723437,-0.017341;0.623875,0.654217,-0.021031;0.621206,0.591533,-0.023539","0.667464,0.642619,0.012051;0.682407,0.573529,0.002947;0.697021,0.530441,-0.007426;0.709963,0.492530,-0.016157","0.696275,0.644850,0.006285;0.720839,0.566960,-0.002660;0.736491,0.514008,-0.014704;0.748098,0.468589,-0.023810","0.718712,0.662102,-0.004807;0.724032,0.583663,-0.020359;0.715573,0.539927,-0.033386;0.708514,0.503150,-0.041386","0.738051,0.688228,-0.018078;0.731537,0.620237,-0.034908;0.722505,0.578662,-0.045445;0.714996,0.542668,-0.052385",index2,pinky5
"0.642176,0.828646,-0.018028;0.608342,0.742250,-0.023020;0.600609,0.670220,-0.027808;0.587110,0.607232,-0.031780","0.649318,0.642830,0.000578;0.650981,0.562148,-0.009216;0.654683,0.512446,-0.019334;0.659178,0.469436,-0.028174","0.683714,0.641093,-0.004768;0.700331,0.553791,-0.013155;0.713180,0.502615,-0.023670;0.722297,0.456498,-0.032341","0.710326,0.656954,-0.015011;0.720267,0.569818,-0.029764;0.727946,0.511670,-0.042707;0.732237,0.460137,-0.052116","0.733264,0.681521,-0.027365;0.724081,0.609148,-0.043326;0.714002,0.564695,-0.052456;0.702687,0.525584,-0.059369",middle3,pinky5
"0.641814,0.808816,-0.021200;0.612149,0.726040,-0.026296;0.604943,0.652756,-0.030683;0.597438,0.591048,-0.033359","0.656696,0.640517,0.001532;0.660606,0.561345,-0.008453;0.664305,0.512579,-0.019014;0.667852,0.471578,-0.027613","0.688503,0.637264,-0.000370;0.694973,0.553025,-0.008684;0.700393,0.498451,-0.018398;0.704936,0.455847,-0.025583","0.718709,0.649455,-0.007361;0.722861,0.561506,-0.020720;0.723772,0.506939,-0.030755;0.724678,0.458766,-0.037851","0.750595,0.675286,-0.016965;0.769426,0.612574,-0.030753;0.780333,0.571382,-0.037776;0.789666,0.532871,-0.042591",middle3,ring4
